class,method,descriptor,tier,orig_insn_count,recomp_insn_count,insn_diff,category,description,first_diff_idx,orig_context,recomp_context
zombie/characters/skills/CustomPerks,parse,(Ljava/lang/String;)V,STRUCTURAL,64,64,0,CONST_POOL_DIFF,2 constant pool refs differ,62,   133: ldc_w #257 |    136: iconst_1  | >>>137: anewarray #4 |    140: dup  |    141: iconst_0 ,   133: ldc_w #257 |    136: iconst_1  | >>>137: anewarray #2 |    140: dup  |    141: iconst_0 
zombie/chat/ChatElement,addChatLine,(Ljava/lang/String;FFFLzombie/ui/UIFont;FLjava/lang/String;ZZZZZZ)V,SORTED_MULTISET,113,111,-2,ORIG_EXTRA_INSN,"Original has extra: ifne, ifeq, goto",1,   0: getstatic #129 | >>>3: ifne 259 |    6: iconst_0  |    7: istore 14,   0: getstatic #129 | >>>3: ifne 256 |    6: iconst_0  |    7: istore 14
zombie/chat/ChatManager,processJoinChatPacket,(Ljava/nio/ByteBuffer;)V,SORTED_MULTISET,176,178,2,BLOCK_REORDER,"Likely block reorder (sim=96.4%), added={'checkcast': 5, 'aconst_null': 1, 'astore': 1}, removed={}",15,   29: aconst_null  |    30: astore 4 | >>>32: getstatic #258 |    35: aload_2  |    36: invokevirtual #264,   29: aconst_null  |    30: astore 4 | >>>32: aconst_null  |    33: astore 5 |    35: getstatic #258
zombie/chat/ChatManager,updateWhisperChat,()V,STRUCTURAL,108,108,0,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=+0, return diff=-1",3,   1: getfield #16 |    4: invokevirtual #677 | >>>7: ifeq 11 |    10: return  |    11: invokestatic #623,   1: getfield #16 |    4: invokevirtual #677 | >>>7: ifne 288 |    10: invokestatic #623 |    13: lstore_1 
zombie/chat/ChatUtility,parseStringForChatBubble,(Ljava/lang/String;)Ljava/lang/String;,SORTED_MULTISET,176,176,0,BRANCH_TARGET_DIFF,3 branch targets differ: #86 goto 335 vs 307; #132 goto 335 vs 307; #255 goto 409 vs 381,86,   171: iconst_1  |    172: istore_3  | >>>173: goto 335 |    176: iload 4 |    178: bipush 10,   171: iconst_1  |    172: istore_3  | >>>173: goto 307 |    176: iload 4 |    178: bipush 10
zombie/chat/defaultChats/WhisperChat,init,()V,SORTED_MULTISET,48,47,-1,OPCODE_DIFF,23 opcode differences: #21 goto->aload_0; #22 getstatic->invokestatic; #23 ifeq->invokevirtual,20,   44: invokevirtual #159 |    47: invokevirtual #162 | >>>50: ifeq 74 |    53: aload_0  |    54: invokestatic #153,   44: invokevirtual #159 |    47: invokevirtual #162 | >>>50: ifeq 56 |    53: goto 89 |    56: getstatic #166
zombie/commands/CommandBase,parseCommand,()Z,SORTED_MULTISET,202,201,-1,OPCODE_DIFF,18 opcode differences: #93 goto->iconst_0; #94 iconst_0->istore; #95 istore_2->iload,1,   0: aload_0  | >>>1: invokevirtual #217 |    4: astore_1  |    5: aload_1 ,   0: aload_0  | >>>1: invokevirtual #215 |    4: astore_1  |    5: aload_1 
zombie/commands/serverCommands/StatisticsCommand,Command,()Ljava/lang/String;,SORTED_MULTISET,110,116,6,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=+0, return diff=+0",16,   26: invokevirtual #23 |    29: astore_1  | >>>30: aload_1  |    31: astore 4 |    33: iconst_m1 ,   26: invokevirtual #23 |    29: astore_1  | >>>30: iconst_0  |    31: istore_2  |    32: iconst_0 
zombie/config/ConfigFile,read,(Ljava/lang/String;)Z,SORTED_MULTISET,139,137,-2,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=-5, return diff=+0",37,"   70: astore 6 |    72: aload 6 | >>>74: ifnonnull 80 |    77: goto 235 |    80: iinc 5, 1",   70: astore 6 |    72: aload 6 | >>>74: ifnonnull 92 |    77: iconst_1  |    78: istore 7
zombie/config/ConfigFile,write,(Ljava/lang/String;ILjava/util/ArrayList;)Z,STRUCTURAL,84,82,-2,ORIG_EXTRA_INSN,"Original has extra: goto, ireturn, iconst_1",63,"   145: invokedynamic #168,  0 |    150: goto 155 | >>>153: ldc #100 |    155: invokedynamic #169,  0 |    160: invokevirtual #137","   145: invokedynamic #168,  0 |    150: goto 155 | >>>153: ldc #104 |    155: invokedynamic #169,  0 |    160: invokevirtual #137"
zombie/core/Clipboard,getClipboard,()Ljava/lang/String;,SORTED_MULTISET,33,39,6,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+1, return diff=+0",2,   0: invokestatic #7 |    3: getstatic #13 | >>>6: if_acmpne 60 |    9: aconst_null  |    10: invokestatic #27,   0: invokestatic #7 |    3: getstatic #13 | >>>6: if_acmpne 66 |    9: aconst_null  |    10: invokestatic #27
zombie/core/Collections/ConcurrentAutoTable$CAT,add_if_mask,(JJILzombie/core/Collections/ConcurrentAutoTable;)J,STRUCTURAL,151,151,0,ORIG_EXTRA_INSN,"Original has extra: goto, iinc, goto",67,"   113: ladd  |    114: invokestatic #55 | >>>117: ifeq 123 |    120: goto 129 |    123: iinc 12, 1",   113: ladd  |    114: invokestatic #55 | >>>117: ifeq 265 |    120: iload 12 |    122: iconst_2 
zombie/core/Collections/NonBlockingHashMap,putIfMatch,(Lzombie/core/Collections/NonBlockingHashMap;[Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,SORTED_MULTISET,267,269,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aconst_null': 1, 'astore': 1, 'if_acmpeq': 1, 'iload': 2, 'iconst_1': 2, 'iadd': 1, 'isub': 1, 'iand': 1, 'istore': 1, 'goto': 1, 'ifne': 1, 'new': 1, 'dup': 1, 'invokespecial': 1, 'athrow': 1}",0,>>>0: getstatic #3 |    3: ifne 18 |    6: aload_3 ,>>>0: getstatic #1 |    3: ifne 18 |    6: aload_3 
zombie/core/Collections/NonBlockingHashMap,readObject,(Ljava/io/ObjectInputStream;)V,SORTED_MULTISET,20,19,-1,ORIG_EXTRA_INSN,"Original has extra: goto, return",12,   19: astore_3  |    20: aload_2  | >>>21: ifnonnull 27 |    24: goto 37 |    27: aload_0 ,   19: astore_3  |    20: aload_2  | >>>21: ifnonnull 25 |    24: return  |    25: aload_0 
zombie/core/Collections/NonBlockingHashMap$3,remove,(Ljava/lang/Object;)Z,STRUCTURAL,14,15,1,RECOMP_EXTRA_INSN,"Recomp has extra: ifeq, goto, iconst_0",2,   0: aload_1  |    1: instanceof #22 | >>>4: ifne 9 |    7: iconst_0  |    8: ireturn ,   0: aload_1  |    1: instanceof #22 | >>>4: ifeq 15 |    7: aload_1  |    8: checkcast #22
zombie/core/Collections/NonBlockingHashMap$3,contains,(Ljava/lang/Object;)Z,STRUCTURAL,15,16,1,RECOMP_EXTRA_INSN,"Recomp has extra: ifeq, goto, iconst_0",2,   0: aload_1  |    1: instanceof #22 | >>>4: ifne 9 |    7: iconst_0  |    8: ireturn ,   0: aload_1  |    1: instanceof #22 | >>>4: ifeq 15 |    7: aload_1  |    8: checkcast #22
zombie/core/Collections/NonBlockingHashMap$SnapshotE,next,()Ljava/util/Map$Entry;,SORTED_MULTISET,15,16,1,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+0, return diff=+0",1,   0: aload_0  | >>>1: getfield #18 |    4: invokevirtual #25 |    7: pop ,   0: aload_0  | >>>1: getfield #24 |    4: invokevirtual #31 |    7: pop 
zombie/core/Collections/NonBlockingHashMap$SnapshotV,<init>,(Lzombie/core/Collections/NonBlockingHashMap;)V,STRUCTURAL,24,23,-1,ORIG_EXTRA_INSN,"Original has extra: goto, aload_0, invokevirtual",13,   19: aload_3  |    20: getfield #23 | >>>23: ifnonnull 34 |    26: aload_0  |    27: aload_2 ,   19: aload_3  |    20: getfield #23 | >>>23: ifnonnull 37 |    26: aload_0  |    27: aload_2 
zombie/core/Collections/NonBlockingHashMapLong,readObject,(Ljava/io/ObjectInputStream;)V,SORTED_MULTISET,24,23,-1,ORIG_EXTRA_INSN,"Original has extra: goto, return",14,   22: lconst_0  |    23: lcmp  | >>>24: ifne 35 |    27: aload 4 |    29: ifnonnull 35,   22: lconst_0  |    23: lcmp  | >>>24: ifne 33 |    27: aload 4 |    29: ifnonnull 33
zombie/core/Collections/NonBlockingHashMapLong$3,remove,(Ljava/lang/Object;)Z,STRUCTURAL,14,15,1,RECOMP_EXTRA_INSN,"Recomp has extra: ifeq, goto, iconst_0",2,   0: aload_1  |    1: instanceof #22 | >>>4: ifne 9 |    7: iconst_0  |    8: ireturn ,   0: aload_1  |    1: instanceof #22 | >>>4: ifeq 15 |    7: aload_1  |    8: checkcast #22
zombie/core/Collections/NonBlockingHashMapLong$3,contains,(Ljava/lang/Object;)Z,STRUCTURAL,15,16,1,RECOMP_EXTRA_INSN,"Recomp has extra: ifeq, goto, iconst_0",2,   0: aload_1  |    1: instanceof #22 | >>>4: ifne 9 |    7: iconst_0  |    8: ireturn ,   0: aload_1  |    1: instanceof #22 | >>>4: ifeq 15 |    7: aload_1  |    8: checkcast #22
zombie/core/Collections/NonBlockingHashMapLong$CHM,putIfMatch,(JLjava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,SORTED_MULTISET,240,242,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aconst_null': 1, 'astore': 1, 'ifne': 1, 'new': 1, 'dup': 1, 'invokespecial': 1, 'athrow': 1}",44,   84: aconst_null  |    85: astore 10 | >>>87: aload_0  |    88: getfield #46 |    91: iload 6,   84: aconst_null  |    85: astore 10 | >>>87: aconst_null  |    88: astore 11 |    90: aload_0 
zombie/core/Collections/NonBlockingHashMapLong$SnapshotE,next,()Ljava/util/Map$Entry;,SORTED_MULTISET,16,17,1,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+0, return diff=+0",1,   0: aload_0  | >>>1: getfield #18 |    4: invokevirtual #25 |    7: pop ,   0: aload_0  | >>>1: getfield #24 |    4: invokevirtual #31 |    7: pop 
zombie/core/Collections/NonBlockingHashMapLong$SnapshotV,<init>,(Lzombie/core/Collections/NonBlockingHashMapLong;)V,STRUCTURAL,23,23,0,ORIG_EXTRA_INSN,"Original has extra: goto, aload_2, iconst_1",2,   0: aload_0  |    1: aload_1  | >>>2: putfield #3 |    5: aload_0  |    6: invokespecial #9,   0: aload_0  |    1: aload_1  | >>>2: putfield #1 |    5: aload_0  |    6: invokespecial #7
zombie/core/Collections/NonBlockingHashtable,putIfMatch,(Lzombie/core/Collections/NonBlockingHashtable;[Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,SORTED_MULTISET,267,269,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aconst_null': 1, 'astore': 1, 'if_acmpeq': 1, 'iload': 2, 'iconst_1': 2, 'iadd': 1, 'isub': 1, 'iand': 1, 'istore': 1, 'goto': 1, 'ifne': 1, 'new': 1, 'dup': 1, 'invokespecial': 1, 'athrow': 1}",0,>>>0: getstatic #3 |    3: ifne 18 |    6: aload_3 ,>>>0: getstatic #1 |    3: ifne 18 |    6: aload_3 
zombie/core/Collections/NonBlockingHashtable,readObject,(Ljava/io/ObjectInputStream;)V,SORTED_MULTISET,20,19,-1,ORIG_EXTRA_INSN,"Original has extra: goto, return",12,   19: astore_3  |    20: aload_2  | >>>21: ifnonnull 27 |    24: goto 37 |    27: aload_0 ,   19: astore_3  |    20: aload_2  | >>>21: ifnonnull 25 |    24: return  |    25: aload_0 
zombie/core/Collections/NonBlockingHashtable$3,remove,(Ljava/lang/Object;)Z,STRUCTURAL,14,15,1,RECOMP_EXTRA_INSN,"Recomp has extra: ifeq, goto, iconst_0",2,   0: aload_1  |    1: instanceof #22 | >>>4: ifne 9 |    7: iconst_0  |    8: ireturn ,   0: aload_1  |    1: instanceof #22 | >>>4: ifeq 15 |    7: aload_1  |    8: checkcast #22
zombie/core/Collections/NonBlockingHashtable$3,contains,(Ljava/lang/Object;)Z,STRUCTURAL,15,16,1,RECOMP_EXTRA_INSN,"Recomp has extra: ifeq, goto, iconst_0",2,   0: aload_1  |    1: instanceof #22 | >>>4: ifne 9 |    7: iconst_0  |    8: ireturn ,   0: aload_1  |    1: instanceof #22 | >>>4: ifeq 15 |    7: aload_1  |    8: checkcast #22
zombie/core/Collections/NonBlockingHashtable$SnapshotE,next,()Ljava/util/Map$Entry;,SORTED_MULTISET,15,16,1,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+0, return diff=+0",1,   0: aload_0  | >>>1: getfield #18 |    4: invokevirtual #25 |    7: pop ,   0: aload_0  | >>>1: getfield #24 |    4: invokevirtual #31 |    7: pop 
zombie/core/Collections/NonBlockingHashtable$SnapshotV,<init>,(Lzombie/core/Collections/NonBlockingHashtable;)V,STRUCTURAL,24,23,-1,ORIG_EXTRA_INSN,"Original has extra: goto, aload_0, invokevirtual",13,   19: aload_3  |    20: getfield #23 | >>>23: ifnonnull 34 |    26: aload_0  |    27: aload_2 ,   19: aload_3  |    20: getfield #23 | >>>23: ifnonnull 37 |    26: aload_0  |    27: aload_2 
zombie/core/Collections/NonBlockingIdentityHashMap,putIfMatch,(Lzombie/core/Collections/NonBlockingIdentityHashMap;[Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,SORTED_MULTISET,256,258,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aconst_null': 1, 'astore': 1, 'if_acmpeq': 1, 'iload': 2, 'iconst_1': 2, 'iadd': 1, 'isub': 1, 'iand': 1, 'istore': 1, 'goto': 1, 'ifne': 1, 'new': 1, 'dup': 1, 'invokespecial': 1, 'athrow': 1}",0,>>>0: getstatic #3 |    3: ifne 18 |    6: aload_3 ,>>>0: getstatic #1 |    3: ifne 18 |    6: aload_3 
zombie/core/Collections/NonBlockingIdentityHashMap,readObject,(Ljava/io/ObjectInputStream;)V,SORTED_MULTISET,20,19,-1,ORIG_EXTRA_INSN,"Original has extra: goto, return",12,   19: astore_3  |    20: aload_2  | >>>21: ifnonnull 27 |    24: goto 37 |    27: aload_0 ,   19: astore_3  |    20: aload_2  | >>>21: ifnonnull 25 |    24: return  |    25: aload_0 
zombie/core/Collections/NonBlockingIdentityHashMap$3,remove,(Ljava/lang/Object;)Z,STRUCTURAL,14,15,1,RECOMP_EXTRA_INSN,"Recomp has extra: ifeq, goto, iconst_0",2,   0: aload_1  |    1: instanceof #22 | >>>4: ifne 9 |    7: iconst_0  |    8: ireturn ,   0: aload_1  |    1: instanceof #22 | >>>4: ifeq 15 |    7: aload_1  |    8: checkcast #22
zombie/core/Collections/NonBlockingIdentityHashMap$3,contains,(Ljava/lang/Object;)Z,STRUCTURAL,15,16,1,RECOMP_EXTRA_INSN,"Recomp has extra: ifeq, goto, iconst_0",2,   0: aload_1  |    1: instanceof #22 | >>>4: ifne 9 |    7: iconst_0  |    8: ireturn ,   0: aload_1  |    1: instanceof #22 | >>>4: ifeq 15 |    7: aload_1  |    8: checkcast #22
zombie/core/Collections/NonBlockingIdentityHashMap$SnapshotE,next,()Ljava/util/Map$Entry;,SORTED_MULTISET,15,16,1,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+0, return diff=+0",1,   0: aload_0  | >>>1: getfield #18 |    4: invokevirtual #25 |    7: pop ,   0: aload_0  | >>>1: getfield #24 |    4: invokevirtual #31 |    7: pop 
zombie/core/Collections/NonBlockingIdentityHashMap$SnapshotV,<init>,(Lzombie/core/Collections/NonBlockingIdentityHashMap;)V,STRUCTURAL,24,23,-1,ORIG_EXTRA_INSN,"Original has extra: goto, aload_0, invokevirtual",13,   19: aload_3  |    20: getfield #23 | >>>23: ifnonnull 34 |    26: aload_0  |    27: aload_2 ,   19: aload_3  |    20: getfield #23 | >>>23: ifnonnull 37 |    26: aload_0  |    27: aload_2 
zombie/core/Collections/NonBlockingSetInt$NBSI,add,(I)Z,SORTED_MULTISET,72,74,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'lstore': 1, 'lconst_0': 1}",34,   52: invokestatic #100 |    55: lstore 4 | >>>57: aload_2  |    58: getfield #26 |    61: iload_3 ,   52: invokestatic #100 |    55: lstore 4 | >>>57: lconst_0  |    58: lstore 6 |    60: aload_2 
zombie/core/Collections/NonBlockingSetInt$NBSI,remove,(I)Z,SORTED_MULTISET,77,79,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'lstore': 1, 'lconst_0': 1}",37,   59: invokestatic #100 |    62: lstore 4 | >>>64: aload_2  |    65: getfield #26 |    68: iload_3 ,   59: invokestatic #100 |    62: lstore 4 | >>>64: lconst_0  |    65: lstore 6 |    67: aload_2 
zombie/core/Collections/ZomboidAbstractMap,equals,(Ljava/lang/Object;)Z,STRUCTURAL,58,56,-2,ORIG_EXTRA_INSN,"Original has extra: goto, ireturn, iconst_1",58,   130: ireturn  |    131: goto 46 | >>>134: goto 143 |    137: astore_3  |    138: iconst_0 ,   130: ireturn  |    131: goto 46 | >>>134: iconst_1  |    135: ireturn  |    136: astore_3 
zombie/core/Collections/ZomboidHashMap,transfer,([Lzombie/core/Collections/ZomboidHashMap$Entry;)V,STRUCTURAL,43,46,3,RECOMP_EXTRA_2,Recomp has 2 extra insns: {'goto': 2},11,   13: aload_2  |    14: arraylength  | >>>15: if_icmpge 82 |    18: aload_2  |    19: iload 4,   13: aload_2  |    14: arraylength  | >>>15: if_icmpge 88 |    18: aload_2  |    19: iload 4
zombie/core/Core,setupMultiFBO,()Z,STRUCTURAL,27,25,-2,ORIG_EXTRA_INSN,"Original has extra: goto, ireturn, iconst_1",2,   0: aload_0  |    1: getfield #50 | >>>4: invokevirtual #2073 |    7: ifne 12 |    10: iconst_0 ,   0: aload_0  |    1: getfield #50 | >>>4: invokevirtual #2071 |    7: ifne 12 |    10: iconst_0 
zombie/core/Core,getMaxTextureSizeFromOption,(I)I,SORTED_MULTISET,17,20,3,LARGE_STRUCTURAL_DIFF_+7,"Major structural diff=+7, similarity=64.3%",0,>>>0: iload_1  |    1: tableswitch { |    1: 32 ,>>>0: iconst_0  |    1: istore_2  |    2: iload_1 
zombie/core/Core,lambda$setDisplayMode$4,(IIZ)V,STRUCTURAL,197,199,2,ORIG_EXTRA_INSN,"Original has extra: if_icmpne, return, aload_3",2,   0: invokestatic #635 |    3: iload_0  | >>>4: if_icmpne 31 |    7: invokestatic #638 |    10: iload_1 ,   0: invokestatic #635 |    3: iload_0  | >>>4: if_icmpne 30 |    7: invokestatic #638 |    10: iload_1 
zombie/core/ImmutableColor,HSBtoRGB,(FFF)[Ljava/lang/Integer;,SORTED_MULTISET,206,206,0,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore': 1, 'aload': 4}",204,   329: iconst_3  |    330: anewarray #62 | >>>333: astore 6 |    335: aload 6 |    337: iconst_0 ,   329: iconst_3  |    330: anewarray #62 | >>>333: dup  |    334: iconst_0  |    335: iload_3 
zombie/core/IndieFileLoader,getStreamReader,(Ljava/lang/String;Z)Ljava/io/InputStreamReader;,SORTED_MULTISET,39,43,4,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aconst_null': 1, 'astore': 4, 'aload': 1}",4,   2: aconst_null  |    3: astore_3  | >>>4: aload_3  |    5: ifnull 24 |    8: iload_1 ,   2: aconst_null  |    3: astore_3  | >>>4: aconst_null  |    5: astore 4 |    7: aload_3 
zombie/core/Languages,init,()V,STRUCTURAL,48,49,1,BRANCH_TARGET_DIFF,2 branch targets differ: #41 goto 61 vs 127; #52 goto 61 vs 127,41,   85: aload_3  |    86: ifnonnull 92 | >>>89: goto 61 |    92: new #80 |    95: dup ,   85: aload_3  |    86: ifnonnull 92 | >>>89: goto 127 |    92: new #80 |    95: dup 
zombie/core/Languages,loadTranslateDirectory,(Ljava/lang/String;)V,STRUCTURAL,106,107,1,BRANCH_TARGET_DIFF,1 branch targets differ: #35 goto 46 vs 232,35,   81: aload 7 |    83: ifnonnull 89 | >>>86: goto 46 |    89: aload_0  |    90: aload 7,   81: aload 7 |    83: ifnonnull 89 | >>>86: goto 232 |    89: aload_0  |    90: aload 7
zombie/core/SpriteRenderer$RingBuffer$StateRun,render,()V,SORTED_MULTISET,390,394,4,OPCODE_DIFF,8 opcode differences: #101 iconst_0->sipush; #102 putstatic->iconst_0; #103 sipush->dup,1,   0: aload_0  | >>>1: getfield #62 |    4: ifnonnull 8 |    7: return ,   0: aload_0  | >>>1: getfield #58 |    4: ifnonnull 10 |    7: goto 1043
zombie/core/Translator,parseFile,(Ljava/io/File;Ljava/util/HashMap;Lzombie/core/Language;)V,SORTED_MULTISET,424,421,-3,BRANCH_INV_RESTRUCTURED,1 inv + 103 other opcode diffs (block reorder),42,"   90: invokevirtual #319 |    93: dup  | >>>94: astore_3  |    95: ifnull 931 |    98: iinc 10, 1","   90: invokevirtual #319 |    93: dup  | >>>94: astore 12 |    96: ifnull 957 |    99: iinc 10, 1"
zombie/core/WinReqistry$StreamReader,run,()V,SORTED_MULTISET,13,15,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'iconst_0': 1, 'istore_1': 1, 'astore_2': 1}",0,>>>0: aload_0  |    1: getfield #16 |    4: invokevirtual #20,>>>0: iconst_0  |    1: istore_1  |    2: aload_0 
zombie/core/input/Input,getButtonCount,(I)I,STRUCTURAL,11,12,1,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+0, return diff=+0",2,   0: aload_0  |    1: iload_1  | >>>2: invokevirtual #79 |    5: astore_2  |    6: aload_2 ,   0: aload_0  |    1: iload_1  | >>>2: invokevirtual #77 |    5: astore_2  |    6: aload_2 
zombie/core/logger/ExceptionLogger,logException,(Ljava/lang/Throwable;Ljava/lang/String;Lzombie/debug/DebugLogStream;Lzombie/debug/LogSeverity;)V,SORTED_MULTISET,50,50,0,BRANCH_INV_RESTRUCTURED,1 inv + 6 other opcode diffs (block reorder),28,   52: putstatic #56 |    55: getstatic #60 | >>>58: ifeq 66 |    61: iconst_0  |    62: putstatic #52,   52: putstatic #56 |    55: getstatic #60 | >>>58: ifne 75 |    61: getstatic #65 |    64: ifeq 70
zombie/core/opengl/ShaderProgram,findShader,(Ljava/lang/String;Lzombie/core/opengl/ShaderUnit$Type;)Lzombie/core/opengl/ShaderUnit;,SORTED_MULTISET,21,18,-3,BRANCH_INV_RESTRUCTURED,1 inv + 3 other opcode diffs (block reorder),2,   0: aload_0  |    1: aload_2  | >>>2: invokevirtual #346 |    5: astore_3  |    6: aconst_null ,   0: aload_0  |    1: aload_2  | >>>2: invokevirtual #344 |    5: astore_3  |    6: aconst_null 
zombie/core/physics/CarController,control_ForwardNew,(F)V,SORTED_MULTISET,468,478,10,LARGE_STRUCTURAL_DIFF_+11,"Major structural diff=+11, similarity=92.7%",8,   12: getfield #100 |    15: invokevirtual #269 | >>>18: astore_3  |    19: aload_3  |    20: ifnull 40,   12: getfield #100 |    15: invokevirtual #269 | >>>18: astore 10 |    20: aload 10 |    22: ifnull 43
zombie/core/physics/CarController,<clinit>,()V,SORTED_MULTISET,40,42,2,OPCODE_DIFF,30 opcode differences: #10 new->getstatic; #11 dup->iconst_0; #12 invokespecial->new,5,   5: fconst_1  |    6: fconst_0  | >>>7: invokespecial #1124 |    10: putstatic #1024 |    13: iconst_3 ,   5: fconst_1  |    6: fconst_0  | >>>7: invokespecial #1122 |    10: putstatic #1022 |    13: iconst_3 
zombie/core/raknet/RakNetPeerInterface,Receive,(Ljava/nio/ByteBuffer;)Z,SORTED_MULTISET,32,30,-2,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=-1, return diff=+0",2,   0: aload_0  |    1: invokevirtual #54 | >>>4: ifeq 55 |    7: aload_1  |    8: invokevirtual #58,   0: aload_0  |    1: invokevirtual #54 | >>>4: ifeq 52 |    7: aload_1  |    8: invokevirtual #58
